   0.2653474019   -1.2149407292    2.1020661315
   0.7326413632   -1.2149407292    2.0494147471
   0.4989943825   -0.8102522877    2.0494147471
   0.0317004212   -0.8102522877    2.0494147471
  -0.2019465594   -1.2149407292    2.0494147471
   0.0317004212   -1.6196291708    2.0494147471
   0.4989943825   -1.6196291708    2.0494147471
   0.7209253279   -0.4258566145    1.8941007541
  -0.6458084503   -1.2149407292    1.8941007541
  -0.5237367129   -1.6705186553    1.8941007541
  -0.1902305242   -2.0040248440    1.8941007541
   0.2653474019   -2.1260965814    1.8941007541
   0.7209253279   -2.0040248440    1.8941007541
   0.9200116938   -0.0810289137    1.6439122447
  -0.9650190066   -1.6627574792    1.6439122447
  -0.7376564840   -2.0565609200    1.6439122447
   0.0379848793   -2.5043776699    1.6439122447
   0.4927099244   -2.5043776699    1.6439122447
   0.9200116938   -2.3488525448    1.6439122447
   0.9473949263   -2.7084164852    1.3113947154
   0.9362721255   -2.9840238331    0.9132219837
   0.9362721255   -2.9840238331   -0.9090897206
   0.9473949263   -2.7084164852   -1.3072624524
   0.9200116938   -0.0810289137   -1.6397799817
  -0.9650190066   -1.6627574792   -1.6397799817
  -0.7376564840   -2.0565609200   -1.6397799817
   0.0379848793   -2.5043776699   -1.6397799817
   0.4927099244   -2.5043776699   -1.6397799817
   0.9200116938   -2.3488525448   -1.6397799817
   0.7209253279   -0.4258566145   -1.8899684911
  -0.6458084503   -1.2149407292   -1.8899684911
  -0.5237367129   -1.6705186553   -1.8899684911
  -0.1902305242   -2.0040248440   -1.8899684911
   0.2653474019   -2.1260965814   -1.8899684911
   0.7209253279   -2.0040248440   -1.8899684911
   0.7326413632   -1.2149407292   -2.0452824841
   0.4989943825   -0.8102522877   -2.0452824841
   0.0317004212   -0.8102522877   -2.0452824841
  -0.2019465594   -1.2149407292   -2.0452824841
   0.0317004212   -1.6196291708   -2.0452824841
   0.4989943825   -1.6196291708   -2.0452824841
   0.2653474019   -1.2149407292   -2.0979338685
   1.6610860996   -1.1989430654    2.1145924353
   2.1283800609   -1.1989430654    2.0619410509
   1.8947330803   -0.7942546239    2.0619410509
   1.4274391190   -0.7942546239    2.0619410509
   1.1937921383   -1.1989430654    2.0619410509
   1.4274391190   -1.6036315069    2.0619410509
   1.8947330803   -1.6036315069    2.0619410509
   2.5722419518   -1.1989430654    1.9066270579
   1.2055081735   -0.4098589506    1.9066270579
   1.2055081735   -1.9880271802    1.9066270579
   1.6610860996   -2.1100989176    1.9066270579
   2.1166640257   -1.9880271802    1.9066270579
   2.4501702144   -1.6545209915    1.9066270579
   2.9704146835   -1.1989430654    1.6564385485
   1.0064218077   -0.0650312498    1.6564385485
   1.0064218077   -2.3328548810    1.6564385485
   1.4337235770   -2.4883800061    1.6564385485
   1.8884486222   -2.4883800061    1.6564385485
   2.6640899855   -2.0405632562    1.6564385485
   2.8914525081   -1.6467598153    1.6564385485
   0.9790385752   -2.6924188214    1.3239210192
   3.2364259090   -1.6615045688    1.3239210192
   0.9901613760   -2.9680261693    0.9257482875
   3.2364259090   -1.6615045688   -1.2947361486
   2.9704146835   -1.1989430654   -1.6272536779
   1.0064218077   -0.0650312498   -1.6272536779
   1.0064218077   -2.3328548810   -1.6272536779
   1.4337235770   -2.4883800061   -1.6272536779
   1.8884486222   -2.4883800061   -1.6272536779
   2.6640899855   -2.0405632562   -1.6272536779
   2.8914525081   -1.6467598153   -1.6272536779
   2.5722419518   -1.1989430654   -1.8774421873
   1.2055081735   -0.4098589506   -1.8774421873
   1.2055081735   -1.9880271802   -1.8774421873
   1.6610860996   -2.1100989176   -1.8774421873
   2.1166640257   -1.9880271802   -1.8774421873
   2.4501702144   -1.6545209915   -1.8774421873
   2.1283800609   -1.1989430654   -2.0327561803
   1.8947330803   -0.7942546239   -2.0327561803
   1.4274391190   -0.7942546239   -2.0327561803
   1.1937921383   -1.1989430654   -2.0327561803
   1.4274391190   -1.6036315069   -2.0327561803
   1.8947330803   -1.6036315069   -2.0327561803
   1.6610860996   -1.1989430654   -2.0854075647
   2.3552984637    0.0124480859    2.1213909922
   2.8225924250    0.0124480859    2.0687396078
   2.5889454444    0.4171365275    2.0687396078
   2.1216514831    0.4171365275    2.0687396078
   1.8880045024    0.0124480859    2.0687396078
   2.1216514831   -0.3922403556    2.0687396078
   2.5889454444   -0.3922403556    2.0687396078
   3.2664543159    0.0124480859    1.9134256148
   3.1443825785    0.4680260120    1.9134256148
   2.8108763898    0.8015322007    1.9134256148
   1.4441426116    0.0124480859    1.9134256148
   2.8108763898   -0.7766360288    1.9134256148
   3.1443825785   -0.4431298401    1.9134256148
   3.5856648722    0.4602648359    1.6632371054
   3.3583023496    0.8540682767    1.6632371054
   3.0099627557    1.1463599015    1.6632371054
   1.0459698798    0.0124480859    1.6632371054
   3.0099627557   -1.1214637296    1.6632371054
   3.3583023496   -0.8291721048    1.6632371054
   3.5856648722   -0.4353686640    1.6632371054
   3.4304790144    1.2532725871    1.3307195761
   3.4304790144   -1.2283764153    1.3307195761
